instance,method,args
131 20 59138 431 265 2156 2202 765 874 1024 979 570 442 2322 2283 738 916 2868 2868 928 983 242 507 2902 2905 1820 1896 1801 1858 1240 1228 2603 2615 1492 1484 1061 1095 982 920 2938 2934 686 608,solve_bruteforce,-I 131 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 2.0 -c corr
131 20 59138 431 265 2156 2202 765 874 1024 979 570 442 2322 2283 738 916 2868 2868 928 983 242 507 2902 2905 1820 1896 1801 1858 1240 1228 2603 2615 1492 1484 1061 1095 982 920 2938 2934 686 608,solve_branch_bound,-I 131 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 2.0 -c corr
131 20 59138 431 265 2156 2202 765 874 1024 979 570 442 2322 2283 738 916 2868 2868 928 983 242 507 2902 2905 1820 1896 1801 1858 1240 1228 2603 2615 1492 1484 1061 1095 982 920 2938 2934 686 608,solve_greedy,-I 131 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 2.0 -c corr
131 20 59138 431 265 2156 2202 765 874 1024 979 570 442 2322 2283 738 916 2868 2868 928 983 242 507 2902 2905 1820 1896 1801 1858 1240 1228 2603 2615 1492 1484 1061 1095 982 920 2938 2934 686 608,solve_dynamic_cost,-I 131 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 2.0 -c corr
132 20 59388 2269 2310 802 952 345 230 1135 1101 2954 2951 276 429 2682 2684 1865 1902 1322 1438 2341 2367 317 75 2692 2687 2393 2342 422 530 850 639 1725 1696 8 192 1104 1058 2922 2923 1270 1275,solve_bruteforce,-I 131 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 2.0 -c corr
132 20 59388 2269 2310 802 952 345 230 1135 1101 2954 2951 276 429 2682 2684 1865 1902 1322 1438 2341 2367 317 75 2692 2687 2393 2342 422 530 850 639 1725 1696 8 192 1104 1058 2922 2923 1270 1275,solve_branch_bound,-I 131 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 2.0 -c corr
132 20 59388 2269 2310 802 952 345 230 1135 1101 2954 2951 276 429 2682 2684 1865 1902 1322 1438 2341 2367 317 75 2692 2687 2393 2342 422 530 850 639 1725 1696 8 192 1104 1058 2922 2923 1270 1275,solve_greedy,-I 131 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 2.0 -c corr
132 20 59388 2269 2310 802 952 345 230 1135 1101 2954 2951 276 429 2682 2684 1865 1902 1322 1438 2341 2367 317 75 2692 2687 2393 2342 422 530 850 639 1725 1696 8 192 1104 1058 2922 2923 1270 1275,solve_dynamic_cost,-I 131 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 2.0 -c corr
133 20 64932 875 715 719 749 1723 1812 2478 2432 2332 2372 501 661 2129 2142 1054 1044 2624 2643 1896 1838 2409 2392 2070 2006 2554 2513 2413 2384 394 246 2542 2545 592 668 1534 1515 1129 1293 498 262,solve_bruteforce,-I 131 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 2.0 -c corr
133 20 64932 875 715 719 749 1723 1812 2478 2432 2332 2372 501 661 2129 2142 1054 1044 2624 2643 1896 1838 2409 2392 2070 2006 2554 2513 2413 2384 394 246 2542 2545 592 668 1534 1515 1129 1293 498 262,solve_branch_bound,-I 131 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 2.0 -c corr
133 20 64932 875 715 719 749 1723 1812 2478 2432 2332 2372 501 661 2129 2142 1054 1044 2624 2643 1896 1838 2409 2392 2070 2006 2554 2513 2413 2384 394 246 2542 2545 592 668 1534 1515 1129 1293 498 262,solve_greedy,-I 131 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 2.0 -c corr
133 20 64932 875 715 719 749 1723 1812 2478 2432 2332 2372 501 661 2129 2142 1054 1044 2624 2643 1896 1838 2409 2392 2070 2006 2554 2513 2413 2384 394 246 2542 2545 592 668 1534 1515 1129 1293 498 262,solve_dynamic_cost,-I 131 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 2.0 -c corr
134 20 57846 509 603 2010 2023 2486 2535 331 253 220 137 2632 2631 2453 2464 1013 894 873 988 1648 1714 2605 2631 390 179 2780 2787 500 680 66 111 1973 2065 1213 1356 8 25 2252 2206 2961 2958,solve_bruteforce,-I 131 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 2.0 -c corr
134 20 57846 509 603 2010 2023 2486 2535 331 253 220 137 2632 2631 2453 2464 1013 894 873 988 1648 1714 2605 2631 390 179 2780 2787 500 680 66 111 1973 2065 1213 1356 8 25 2252 2206 2961 2958,solve_branch_bound,-I 131 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 2.0 -c corr
134 20 57846 509 603 2010 2023 2486 2535 331 253 220 137 2632 2631 2453 2464 1013 894 873 988 1648 1714 2605 2631 390 179 2780 2787 500 680 66 111 1973 2065 1213 1356 8 25 2252 2206 2961 2958,solve_greedy,-I 131 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 2.0 -c corr
134 20 57846 509 603 2010 2023 2486 2535 331 253 220 137 2632 2631 2453 2464 1013 894 873 988 1648 1714 2605 2631 390 179 2780 2787 500 680 66 111 1973 2065 1213 1356 8 25 2252 2206 2961 2958,solve_dynamic_cost,-I 131 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 2.0 -c corr
135 20 47418 1591 1543 2405 2383 288 480 1940 1940 224 44 930 799 546 301 1133 1308 741 602 55 137 784 877 1603 1707 878 835 1568 1499 2470 2482 1479 1520 2042 1979 271 514 1644 1651 1117 1200,solve_bruteforce,-I 131 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 2.0 -c corr
135 20 47418 1591 1543 2405 2383 288 480 1940 1940 224 44 930 799 546 301 1133 1308 741 602 55 137 784 877 1603 1707 878 835 1568 1499 2470 2482 1479 1520 2042 1979 271 514 1644 1651 1117 1200,solve_branch_bound,-I 131 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 2.0 -c corr
135 20 47418 1591 1543 2405 2383 288 480 1940 1940 224 44 930 799 546 301 1133 1308 741 602 55 137 784 877 1603 1707 878 835 1568 1499 2470 2482 1479 1520 2042 1979 271 514 1644 1651 1117 1200,solve_greedy,-I 131 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 2.0 -c corr
135 20 47418 1591 1543 2405 2383 288 480 1940 1940 224 44 930 799 546 301 1133 1308 741 602 55 137 784 877 1603 1707 878 835 1568 1499 2470 2482 1479 1520 2042 1979 271 514 1644 1651 1117 1200,solve_dynamic_cost,-I 131 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 2.0 -c corr
136 20 64808 2606 2643 2262 2309 1197 1223 2497 2450 75 110 1221 1321 2215 2278 563 670 1734 1797 102 56 2581 2582 1108 1206 2439 2414 1629 1493 2501 2543 2938 2939 1551 1483 2025 1928 1011 1174 149 395,solve_bruteforce,-I 131 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 2.0 -c corr
136 20 64808 2606 2643 2262 2309 1197 1223 2497 2450 75 110 1221 1321 2215 2278 563 670 1734 1797 102 56 2581 2582 1108 1206 2439 2414 1629 1493 2501 2543 2938 2939 1551 1483 2025 1928 1011 1174 149 395,solve_branch_bound,-I 131 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 2.0 -c corr
136 20 64808 2606 2643 2262 2309 1197 1223 2497 2450 75 110 1221 1321 2215 2278 563 670 1734 1797 102 56 2581 2582 1108 1206 2439 2414 1629 1493 2501 2543 2938 2939 1551 1483 2025 1928 1011 1174 149 395,solve_greedy,-I 131 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 2.0 -c corr
136 20 64808 2606 2643 2262 2309 1197 1223 2497 2450 75 110 1221 1321 2215 2278 563 670 1734 1797 102 56 2581 2582 1108 1206 2439 2414 1629 1493 2501 2543 2938 2939 1551 1483 2025 1928 1011 1174 149 395,solve_dynamic_cost,-I 131 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 2.0 -c corr
137 20 65724 2724 2735 1286 1199 1052 1176 2823 2833 1976 1877 2067 2075 2005 2032 2672 2673 1837 1812 315 107 987 846 2748 2723 1544 1568 2038 2127 2304 2348 138 415 466 446 196 427 2489 2526 1195 1143,solve_bruteforce,-I 131 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 2.0 -c corr
137 20 65724 2724 2735 1286 1199 1052 1176 2823 2833 1976 1877 2067 2075 2005 2032 2672 2673 1837 1812 315 107 987 846 2748 2723 1544 1568 2038 2127 2304 2348 138 415 466 446 196 427 2489 2526 1195 1143,solve_branch_bound,-I 131 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 2.0 -c corr
137 20 65724 2724 2735 1286 1199 1052 1176 2823 2833 1976 1877 2067 2075 2005 2032 2672 2673 1837 1812 315 107 987 846 2748 2723 1544 1568 2038 2127 2304 2348 138 415 466 446 196 427 2489 2526 1195 1143,solve_greedy,-I 131 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 2.0 -c corr
137 20 65724 2724 2735 1286 1199 1052 1176 2823 2833 1976 1877 2067 2075 2005 2032 2672 2673 1837 1812 315 107 987 846 2748 2723 1544 1568 2038 2127 2304 2348 138 415 466 446 196 427 2489 2526 1195 1143,solve_dynamic_cost,-I 131 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 2.0 -c corr
138 20 51312 2711 2717 2312 2251 858 705 1924 1928 539 612 2257 2204 1007 848 770 663 1415 1538 178 442 1245 1314 1237 1311 1162 1000 1605 1698 2894 2895 1046 973 39 228 536 460 808 623 1113 1249,solve_bruteforce,-I 131 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 2.0 -c corr
138 20 51312 2711 2717 2312 2251 858 705 1924 1928 539 612 2257 2204 1007 848 770 663 1415 1538 178 442 1245 1314 1237 1311 1162 1000 1605 1698 2894 2895 1046 973 39 228 536 460 808 623 1113 1249,solve_branch_bound,-I 131 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 2.0 -c corr
138 20 51312 2711 2717 2312 2251 858 705 1924 1928 539 612 2257 2204 1007 848 770 663 1415 1538 178 442 1245 1314 1237 1311 1162 1000 1605 1698 2894 2895 1046 973 39 228 536 460 808 623 1113 1249,solve_greedy,-I 131 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 2.0 -c corr
138 20 51312 2711 2717 2312 2251 858 705 1924 1928 539 612 2257 2204 1007 848 770 663 1415 1538 178 442 1245 1314 1237 1311 1162 1000 1605 1698 2894 2895 1046 973 39 228 536 460 808 623 1113 1249,solve_dynamic_cost,-I 131 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 2.0 -c corr
139 20 61666 763 619 2901 2900 1073 1074 82 182 1405 1525 1748 1777 1633 1734 657 474 1623 1754 2706 2687 1916 1916 190 234 2508 2517 1623 1584 1168 1001 1605 1577 1967 2061 1638 1635 709 919 2918 2922,solve_bruteforce,-I 131 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 2.0 -c corr
139 20 61666 763 619 2901 2900 1073 1074 82 182 1405 1525 1748 1777 1633 1734 657 474 1623 1754 2706 2687 1916 1916 190 234 2508 2517 1623 1584 1168 1001 1605 1577 1967 2061 1638 1635 709 919 2918 2922,solve_branch_bound,-I 131 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 2.0 -c corr
139 20 61666 763 619 2901 2900 1073 1074 82 182 1405 1525 1748 1777 1633 1734 657 474 1623 1754 2706 2687 1916 1916 190 234 2508 2517 1623 1584 1168 1001 1605 1577 1967 2061 1638 1635 709 919 2918 2922,solve_greedy,-I 131 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 2.0 -c corr
139 20 61666 763 619 2901 2900 1073 1074 82 182 1405 1525 1748 1777 1633 1734 657 474 1623 1754 2706 2687 1916 1916 190 234 2508 2517 1623 1584 1168 1001 1605 1577 1967 2061 1638 1635 709 919 2918 2922,solve_dynamic_cost,-I 131 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 2.0 -c corr
140 20 58066 1038 915 934 808 1893 1910 1581 1624 2516 2509 1178 1199 2136 2120 1752 1848 770 919 1956 2027 1386 1433 2928 2925 1907 1924 1520 1459 868 1071 914 870 179 175 1270 1284 973 1105 1334 1209,solve_bruteforce,-I 131 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 2.0 -c corr
140 20 58066 1038 915 934 808 1893 1910 1581 1624 2516 2509 1178 1199 2136 2120 1752 1848 770 919 1956 2027 1386 1433 2928 2925 1907 1924 1520 1459 868 1071 914 870 179 175 1270 1284 973 1105 1334 1209,solve_branch_bound,-I 131 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 2.0 -c corr
140 20 58066 1038 915 934 808 1893 1910 1581 1624 2516 2509 1178 1199 2136 2120 1752 1848 770 919 1956 2027 1386 1433 2928 2925 1907 1924 1520 1459 868 1071 914 870 179 175 1270 1284 973 1105 1334 1209,solve_greedy,-I 131 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 2.0 -c corr
140 20 58066 1038 915 934 808 1893 1910 1581 1624 2516 2509 1178 1199 2136 2120 1752 1848 770 919 1956 2027 1386 1433 2928 2925 1907 1924 1520 1459 868 1071 914 870 179 175 1270 1284 973 1105 1334 1209,solve_dynamic_cost,-I 131 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 2.0 -c corr
141 20 57446 431 688 529 776 2156 2241 2306 2376 765 988 2237 2313 1024 1222 1157 1341 570 813 709 938 2322 2390 631 868 738 964 2686 2718 2868 2881 1587 1729 928 1135 1898 2008 242 518 2939 2945,solve_bruteforce,-I 141 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 2.0 -c strong
141 20 57446 431 688 529 776 2156 2241 2306 2376 765 988 2237 2313 1024 1222 1157 1341 570 813 709 938 2322 2390 631 868 738 964 2686 2718 2868 2881 1587 1729 928 1135 1898 2008 242 518 2939 2945,solve_branch_bound,-I 141 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 2.0 -c strong
141 20 57446 431 688 529 776 2156 2241 2306 2376 765 988 2237 2313 1024 1222 1157 1341 570 813 709 938 2322 2390 631 868 738 964 2686 2718 2868 2881 1587 1729 928 1135 1898 2008 242 518 2939 2945,solve_greedy,-I 141 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 2.0 -c strong
141 20 57446 431 688 529 776 2156 2241 2306 2376 765 988 2237 2313 1024 1222 1157 1341 570 813 709 938 2322 2390 631 868 738 964 2686 2718 2868 2881 1587 1729 928 1135 1898 2008 242 518 2939 2945,solve_dynamic_cost,-I 141 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 2.0 -c strong
142 20 61156 1948 2053 1820 1938 2466 2519 1801 1921 2207 2286 1240 1416 1399 1559 2603 2643 1955 2059 1492 1643 1425 1583 1061 1255 1767 1890 982 1183 1043 1238 2938 2944 563 807 686 918 997 1197 185 466,solve_bruteforce,-I 141 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 2.0 -c strong
142 20 61156 1948 2053 1820 1938 2466 2519 1801 1921 2207 2286 1240 1416 1399 1559 2603 2643 1955 2059 1492 1643 1425 1583 1061 1255 1767 1890 982 1183 1043 1238 2938 2944 563 807 686 918 997 1197 185 466,solve_branch_bound,-I 141 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 2.0 -c strong
142 20 61156 1948 2053 1820 1938 2466 2519 1801 1921 2207 2286 1240 1416 1399 1559 2603 2643 1955 2059 1492 1643 1425 1583 1061 1255 1767 1890 982 1183 1043 1238 2938 2944 563 807 686 918 997 1197 185 466,solve_greedy,-I 141 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 2.0 -c strong
142 20 61156 1948 2053 1820 1938 2466 2519 1801 1921 2207 2286 1240 1416 1399 1559 2603 2643 1955 2059 1492 1643 1425 1583 1061 1255 1767 1890 982 1183 1043 1238 2938 2944 563 807 686 918 997 1197 185 466,solve_dynamic_cost,-I 141 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 2.0 -c strong
143 20 64442 2343 2409 802 1022 2523 2571 345 610 854 1069 1135 1321 1229 1406 2954 2959 697 927 276 548 2343 2409 2682 2714 1584 1725 1865 1979 1991 2092 1322 1490 2536 2583 2341 2407 2082 2174 317 586,solve_bruteforce,-I 141 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 2.0 -c strong
143 20 64442 2343 2409 802 1022 2523 2571 345 610 854 1069 1135 1321 1229 1406 2954 2959 697 927 276 548 2343 2409 2682 2714 1584 1725 1865 1979 1991 2092 1322 1490 2536 2583 2341 2407 2082 2174 317 586,solve_branch_bound,-I 141 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 2.0 -c strong
143 20 64442 2343 2409 802 1022 2523 2571 345 610 854 1069 1135 1321 1229 1406 2954 2959 697 927 276 548 2343 2409 2682 2714 1584 1725 1865 1979 1991 2092 1322 1490 2536 2583 2341 2407 2082 2174 317 586,solve_greedy,-I 141 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 2.0 -c strong
143 20 64442 2343 2409 802 1022 2523 2571 345 610 854 1069 1135 1321 1229 1406 2954 2959 697 927 276 548 2343 2409 2682 2714 1584 1725 1865 1979 1991 2092 1322 1490 2536 2583 2341 2407 2082 2174 317 586,solve_dynamic_cost,-I 141 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 2.0 -c strong
144 20 55156 2692 2723 1242 1418 2393 2454 227 504 422 680 2129 2216 850 1065 27 325 1725 1853 1156 1340 8 307 310 579 2423 2480 1104 1293 1139 1325 2922 2930 1668 1801 1270 1443 1546 1692 2325 2392,solve_bruteforce,-I 141 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 2.0 -c strong
144 20 55156 2692 2723 1242 1418 2393 2454 227 504 422 680 2129 2216 850 1065 27 325 1725 1853 1156 1340 8 307 310 579 2423 2480 1104 1293 1139 1325 2922 2930 1668 1801 1270 1443 1546 1692 2325 2392,solve_branch_bound,-I 141 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 2.0 -c strong
144 20 55156 2692 2723 1242 1418 2393 2454 227 504 422 680 2129 2216 850 1065 27 325 1725 1853 1156 1340 8 307 310 579 2423 2480 1104 1293 1139 1325 2922 2930 1668 1801 1270 1443 1546 1692 2325 2392,solve_greedy,-I 141 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 2.0 -c strong
144 20 55156 2692 2723 1242 1418 2393 2454 227 504 422 680 2129 2216 850 1065 27 325 1725 1853 1156 1340 8 307 310 579 2423 2480 1104 1293 1139 1325 2922 2930 1668 1801 1270 1443 1546 1692 2325 2392,solve_dynamic_cost,-I 141 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 2.0 -c strong
145 20 67280 369 632 719 947 1699 1830 1723 1851 2546 2592 2478 2530 178 460 2332 2399 2398 2458 501 751 2464 2518 2129 2216 1719 1847 1054 1248 1428 1585 2624 2662 2258 2333 1896 2006 716 945 2409 2468,solve_bruteforce,-I 141 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 2.0 -c strong
145 20 67280 369 632 719 947 1699 1830 1723 1851 2546 2592 2478 2530 178 460 2332 2399 2398 2458 501 751 2464 2518 2129 2216 1719 1847 1054 1248 1428 1585 2624 2662 2258 2333 1896 2006 716 945 2409 2468,solve_branch_bound,-I 141 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 2.0 -c strong
145 20 67280 369 632 719 947 1699 1830 1723 1851 2546 2592 2478 2530 178 460 2332 2399 2398 2458 501 751 2464 2518 2129 2216 1719 1847 1054 1248 1428 1585 2624 2662 2258 2333 1896 2006 716 945 2409 2468,solve_greedy,-I 141 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 2.0 -c strong
145 20 67280 369 632 719 947 1699 1830 1723 1851 2546 2592 2478 2530 178 460 2332 2399 2398 2458 501 751 2464 2518 2129 2216 1719 1847 1054 1248 1428 1585 2624 2662 2258 2333 1896 2006 716 945 2409 2468,solve_dynamic_cost,-I 141 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 2.0 -c strong
146 20 52220 2070 2163 477 729 2554 2598 143 429 2413 2472 754 978 394 654 652 887 2542 2588 1604 1743 592 833 1973 2076 1534 1681 1302 1472 1129 1316 2815 2833 498 748 85 377 2070 2163 509 758,solve_bruteforce,-I 141 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 2.0 -c strong
146 20 52220 2070 2163 477 729 2554 2598 143 429 2413 2472 754 978 394 654 652 887 2542 2588 1604 1743 592 833 1973 2076 1534 1681 1302 1472 1129 1316 2815 2833 498 748 85 377 2070 2163 509 758,solve_branch_bound,-I 141 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 2.0 -c strong
146 20 52220 2070 2163 477 729 2554 2598 143 429 2413 2472 754 978 394 654 652 887 2542 2588 1604 1743 592 833 1973 2076 1534 1681 1302 1472 1129 1316 2815 2833 498 748 85 377 2070 2163 509 758,solve_greedy,-I 141 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 2.0 -c strong
146 20 52220 2070 2163 477 729 2554 2598 143 429 2413 2472 754 978 394 654 652 887 2542 2588 1604 1743 592 833 1973 2076 1534 1681 1302 1472 1129 1316 2815 2833 498 748 85 377 2070 2163 509 758,solve_dynamic_cost,-I 141 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 2.0 -c strong
147 20 67832 2010 2109 1702 1832 2486 2538 2918 2926 331 598 1060 1254 220 498 1053 1247 2632 2669 1469 1622 2453 2507 1813 1932 1013 1212 602 842 873 1086 2313 2382 1648 1783 2232 2309 2605 2645 2483 2535,solve_bruteforce,-I 141 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 2.0 -c strong
147 20 67832 2010 2109 1702 1832 2486 2538 2918 2926 331 598 1060 1254 220 498 1053 1247 2632 2669 1469 1622 2453 2507 1813 1932 1013 1212 602 842 873 1086 2313 2382 1648 1783 2232 2309 2605 2645 2483 2535,solve_branch_bound,-I 141 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 2.0 -c strong
147 20 67832 2010 2109 1702 1832 2486 2538 2918 2926 331 598 1060 1254 220 498 1053 1247 2632 2669 1469 1622 2453 2507 1813 1932 1013 1212 602 842 873 1086 2313 2382 1648 1783 2232 2309 2605 2645 2483 2535,solve_greedy,-I 141 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 2.0 -c strong
147 20 67832 2010 2109 1702 1832 2486 2538 2918 2926 331 598 1060 1254 220 498 1053 1247 2632 2669 1469 1622 2453 2507 1813 1932 1013 1212 602 842 873 1086 2313 2382 1648 1783 2232 2309 2605 2645 2483 2535,solve_dynamic_cost,-I 141 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 2.0 -c strong
148 20 56540 291 562 2780 2802 1914 2023 500 750 2582 2624 66 360 1731 1858 1973 2076 2851 2866 1213 1392 2699 2729 8 307 233 510 1587 1729 2252 2327 583 825 2961 2965 297 567 158 443 1591 1732,solve_bruteforce,-I 141 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 2.0 -c strong
148 20 56540 291 562 2780 2802 1914 2023 500 750 2582 2624 66 360 1731 1858 1973 2076 2851 2866 1213 1392 2699 2729 8 307 233 510 1587 1729 2252 2327 583 825 2961 2965 297 567 158 443 1591 1732,solve_branch_bound,-I 141 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 2.0 -c strong
148 20 56540 291 562 2780 2802 1914 2023 500 750 2582 2624 66 360 1731 1858 1973 2076 2851 2866 1213 1392 2699 2729 8 307 233 510 1587 1729 2252 2327 583 825 2961 2965 297 567 158 443 1591 1732,solve_greedy,-I 141 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 2.0 -c strong
148 20 56540 291 562 2780 2802 1914 2023 500 750 2582 2624 66 360 1731 1858 1973 2076 2851 2866 1213 1392 2699 2729 8 307 233 510 1587 1729 2252 2327 583 825 2961 2965 297 567 158 443 1591 1732,solve_dynamic_cost,-I 141 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 2.0 -c strong
149 20 45354 2405 2465 947 1152 288 559 2567 2610 1940 2046 1508 1657 224 502 527 775 930 1137 548 794 546 791 5 304 1133 1320 2901 2911 741 967 580 822 55 350 1917 2026 784 1006 2131 2218,solve_bruteforce,-I 141 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 2.0 -c strong
149 20 45354 2405 2465 947 1152 288 559 2567 2610 1940 2046 1508 1657 224 502 527 775 930 1137 548 794 546 791 5 304 1133 1320 2901 2911 741 967 580 822 55 350 1917 2026 784 1006 2131 2218,solve_branch_bound,-I 141 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 2.0 -c strong
149 20 45354 2405 2465 947 1152 288 559 2567 2610 1940 2046 1508 1657 224 502 527 775 930 1137 548 794 546 791 5 304 1133 1320 2901 2911 741 967 580 822 55 350 1917 2026 784 1006 2131 2218,solve_greedy,-I 141 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 2.0 -c strong
149 20 45354 2405 2465 947 1152 288 559 2567 2610 1940 2046 1508 1657 224 502 527 775 930 1137 548 794 546 791 5 304 1133 1320 2901 2911 741 967 580 822 55 350 1917 2026 784 1006 2131 2218,solve_dynamic_cost,-I 141 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 2.0 -c strong
150 20 69006 2616 2655 878 1090 1198 1379 1568 1711 776 999 2470 2523 1826 1943 1479 1631 1908 2017 2042 2138 511 760 271 544 2840 2856 1644 1780 1572 1715 1117 1306 2159 2243 2107 2196 2606 2645 2915 2924,solve_bruteforce,-I 141 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 2.0 -c strong
150 20 69006 2616 2655 878 1090 1198 1379 1568 1711 776 999 2470 2523 1826 1943 1479 1631 1908 2017 2042 2138 511 760 271 544 2840 2856 1644 1780 1572 1715 1117 1306 2159 2243 2107 2196 2606 2645 2915 2924,solve_branch_bound,-I 141 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 2.0 -c strong
150 20 69006 2616 2655 878 1090 1198 1379 1568 1711 776 999 2470 2523 1826 1943 1479 1631 1908 2017 2042 2138 511 760 271 544 2840 2856 1644 1780 1572 1715 1117 1306 2159 2243 2107 2196 2606 2645 2915 2924,solve_greedy,-I 141 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 2.0 -c strong
150 20 69006 2616 2655 878 1090 1198 1379 1568 1711 776 999 2470 2523 1826 1943 1479 1631 1908 2017 2042 2138 511 760 271 544 2840 2856 1644 1780 1572 1715 1117 1306 2159 2243 2107 2196 2606 2645 2915 2924,solve_dynamic_cost,-I 141 -N 10 -n 20 -W 3000 -C 3000 -w bal -m 2.0 -c strong
151 20 0 679 738 1414 1898 99 1820 535 2207 398 1492 1576 1767 63 686 2004 2269 658 2523 47 276 1010 2536 660 317 872 27 1276 8 79 1270 2126 719 455 178 872 1054 743 716 592 2070,solve_bruteforce,-I 151 -N 10 -n 20 -W 3000 -C 3000 -w light -m 0.0 -c uni
151 20 0 679 738 1414 1898 99 1820 535 2207 398 1492 1576 1767 63 686 2004 2269 658 2523 47 276 1010 2536 660 317 872 27 1276 8 79 1270 2126 719 455 178 872 1054 743 716 592 2070,solve_branch_bound,-I 151 -N 10 -n 20 -W 3000 -C 3000 -w light -m 0.0 -c uni
151 20 0 679 738 1414 1898 99 1820 535 2207 398 1492 1576 1767 63 686 2004 2269 658 2523 47 276 1010 2536 660 317 872 27 1276 8 79 1270 2126 719 455 178 872 1054 743 716 592 2070,solve_greedy,-I 151 -N 10 -n 20 -W 3000 -C 3000 -w light -m 0.0 -c uni
151 20 0 679 738 1414 1898 99 1820 535 2207 398 1492 1576 1767 63 686 2004 2269 658 2523 47 276 1010 2536 660 317 872 27 1276 8 79 1270 2126 719 455 178 872 1054 743 716 592 2070,solve_dynamic_cost,-I 151 -N 10 -n 20 -W 3000 -C 3000 -w light -m 0.0 -c uni
