instance,method,args
98 24 63253 2503 1956 2523 1386 1938 2928 869 1907 1734 1520 881 868 2926 914 1186 179 1475 1270 1619 973 2476 1334 379 2075 1768 2806 652 2315 1686 634 1025 423 2872 1012 2743 2526 2293 1893 1800 1968 2162 2837 2680 2684 197 2757 1091 1862,solve_branch_bound,-I 90 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 1.525 -c uni
98 24 63253 2503 1956 2523 1386 1938 2928 869 1907 1734 1520 881 868 2926 914 1186 179 1475 1270 1619 973 2476 1334 379 2075 1768 2806 652 2315 1686 634 1025 423 2872 1012 2743 2526 2293 1893 1800 1968 2162 2837 2680 2684 197 2757 1091 1862,solve_greedy,-I 90 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 1.525 -c uni
98 24 63253 2503 1956 2523 1386 1938 2928 869 1907 1734 1520 881 868 2926 914 1186 179 1475 1270 1619 973 2476 1334 379 2075 1768 2806 652 2315 1686 634 1025 423 2872 1012 2743 2526 2293 1893 1800 1968 2162 2837 2680 2684 197 2757 1091 1862,solve_dynamic_cost,-I 90 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 1.525 -c uni
99 24 61172 2349 1951 2375 1646 1786 1775 2110 1646 86 1233 1132 2961 2491 903 635 2678 1576 1806 176 2778 2740 1864 1587 794 1260 812 2528 1478 1208 2774 579 1960 310 414 2990 2132 434 2163 2996 2797 1932 2234 1857 362 1995 137 2981 2642,solve_bruteforce,-I 90 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 1.525 -c uni
99 24 61172 2349 1951 2375 1646 1786 1775 2110 1646 86 1233 1132 2961 2491 903 635 2678 1576 1806 176 2778 2740 1864 1587 794 1260 812 2528 1478 1208 2774 579 1960 310 414 2990 2132 434 2163 2996 2797 1932 2234 1857 362 1995 137 2981 2642,solve_branch_bound,-I 90 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 1.525 -c uni
99 24 61172 2349 1951 2375 1646 1786 1775 2110 1646 86 1233 1132 2961 2491 903 635 2678 1576 1806 176 2778 2740 1864 1587 794 1260 812 2528 1478 1208 2774 579 1960 310 414 2990 2132 434 2163 2996 2797 1932 2234 1857 362 1995 137 2981 2642,solve_greedy,-I 90 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 1.525 -c uni
99 24 61172 2349 1951 2375 1646 1786 1775 2110 1646 86 1233 1132 2961 2491 903 635 2678 1576 1806 176 2778 2740 1864 1587 794 1260 812 2528 1478 1208 2774 579 1960 310 414 2990 2132 434 2163 2996 2797 1932 2234 1857 362 1995 137 2981 2642,solve_dynamic_cost,-I 90 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 1.525 -c uni
100 24 54097 431 265 2156 2202 765 874 1024 979 570 442 2322 2283 738 916 2868 2868 928 983 242 507 2902 2905 1820 1896 1801 1858 1240 1228 2603 2615 1492 1484 1061 1095 982 920 2938 2934 686 608 185 329 2343 2313 2523 2487 854 802,solve_bruteforce,-I 100 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 1.525 -c corr
100 24 54097 431 265 2156 2202 765 874 1024 979 570 442 2322 2283 738 916 2868 2868 928 983 242 507 2902 2905 1820 1896 1801 1858 1240 1228 2603 2615 1492 1484 1061 1095 982 920 2938 2934 686 608 185 329 2343 2313 2523 2487 854 802,solve_branch_bound,-I 100 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 1.525 -c corr
100 24 54097 431 265 2156 2202 765 874 1024 979 570 442 2322 2283 738 916 2868 2868 928 983 242 507 2902 2905 1820 1896 1801 1858 1240 1228 2603 2615 1492 1484 1061 1095 982 920 2938 2934 686 608 185 329 2343 2313 2523 2487 854 802,solve_greedy,-I 100 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 1.525 -c corr
100 24 54097 431 265 2156 2202 765 874 1024 979 570 442 2322 2283 738 916 2868 2868 928 983 242 507 2902 2905 1820 1896 1801 1858 1240 1228 2603 2615 1492 1484 1061 1095 982 920 2938 2934 686 608 185 329 2343 2313 2523 2487 854 802,solve_dynamic_cost,-I 100 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 1.525 -c corr
101 24 59232 2954 2951 276 429 2682 2684 1865 1902 1322 1438 2341 2367 317 75 2692 2687 2393 2342 422 530 850 639 1725 1696 8 192 1104 1058 2922 2923 1270 1275 2325 2296 369 232 1699 1719 2546 2576 178 334 2398 2357 2464 2487 1719 1681,solve_bruteforce,-I 100 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 1.525 -c corr
101 24 59232 2954 2951 276 429 2682 2684 1865 1902 1322 1438 2341 2367 317 75 2692 2687 2393 2342 422 530 850 639 1725 1696 8 192 1104 1058 2922 2923 1270 1275 2325 2296 369 232 1699 1719 2546 2576 178 334 2398 2357 2464 2487 1719 1681,solve_branch_bound,-I 100 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 1.525 -c corr
101 24 59232 2954 2951 276 429 2682 2684 1865 1902 1322 1438 2341 2367 317 75 2692 2687 2393 2342 422 530 850 639 1725 1696 8 192 1104 1058 2922 2923 1270 1275 2325 2296 369 232 1699 1719 2546 2576 178 334 2398 2357 2464 2487 1719 1681,solve_greedy,-I 100 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 1.525 -c corr
101 24 59232 2954 2951 276 429 2682 2684 1865 1902 1322 1438 2341 2367 317 75 2692 2687 2393 2342 422 530 850 639 1725 1696 8 192 1104 1058 2922 2923 1270 1275 2325 2296 369 232 1699 1719 2546 2576 178 334 2398 2357 2464 2487 1719 1681,solve_dynamic_cost,-I 100 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 1.525 -c corr
102 24 64710 2624 2643 1896 1838 2409 2392 2070 2006 2554 2513 2413 2384 394 246 2542 2545 592 668 1534 1515 1129 1293 498 262 2070 2009 2063 2095 1702 1787 2918 2911 1060 894 1053 1200 1469 1566 1813 1774 602 502 2313 2320 2232 2289 2483 2445,solve_bruteforce,-I 100 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 1.525 -c corr
102 24 64710 2624 2643 1896 1838 2409 2392 2070 2006 2554 2513 2413 2384 394 246 2542 2545 592 668 1534 1515 1129 1293 498 262 2070 2009 2063 2095 1702 1787 2918 2911 1060 894 1053 1200 1469 1566 1813 1774 602 502 2313 2320 2232 2289 2483 2445,solve_branch_bound,-I 100 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 1.525 -c corr
102 24 64710 2624 2643 1896 1838 2409 2392 2070 2006 2554 2513 2413 2384 394 246 2542 2545 592 668 1534 1515 1129 1293 498 262 2070 2009 2063 2095 1702 1787 2918 2911 1060 894 1053 1200 1469 1566 1813 1774 602 502 2313 2320 2232 2289 2483 2445,solve_greedy,-I 100 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 1.525 -c corr
102 24 64710 2624 2643 1896 1838 2409 2392 2070 2006 2554 2513 2413 2384 394 246 2542 2545 592 668 1534 1515 1129 1293 498 262 2070 2009 2063 2095 1702 1787 2918 2911 1060 894 1053 1200 1469 1566 1813 1774 602 502 2313 2320 2232 2289 2483 2445,solve_dynamic_cost,-I 100 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 1.525 -c corr
103 24 43590 2780 2787 500 680 66 111 1973 2065 1213 1356 8 25 2252 2206 2961 2958 158 175 993 1114 947 780 2567 2579 1508 1381 527 433 548 392 5 284 741 602 55 137 784 877 1603 1707 878 835 1568 1499 2470 2482 1479 1520,solve_bruteforce,-I 100 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 1.525 -c corr
103 24 43590 2780 2787 500 680 66 111 1973 2065 1213 1356 8 25 2252 2206 2961 2958 158 175 993 1114 947 780 2567 2579 1508 1381 527 433 548 392 5 284 741 602 55 137 784 877 1603 1707 878 835 1568 1499 2470 2482 1479 1520,solve_branch_bound,-I 100 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 1.525 -c corr
103 24 43590 2780 2787 500 680 66 111 1973 2065 1213 1356 8 25 2252 2206 2961 2958 158 175 993 1114 947 780 2567 2579 1508 1381 527 433 548 392 5 284 741 602 55 137 784 877 1603 1707 878 835 1568 1499 2470 2482 1479 1520,solve_greedy,-I 100 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 1.525 -c corr
103 24 43590 2780 2787 500 680 66 111 1973 2065 1213 1356 8 25 2252 2206 2961 2958 158 175 993 1114 947 780 2567 2579 1508 1381 527 433 548 392 5 284 741 602 55 137 784 877 1603 1707 878 835 1568 1499 2470 2482 1479 1520,solve_dynamic_cost,-I 100 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 1.525 -c corr
104 24 60216 511 306 2840 2842 1572 1535 2159 2193 2606 2643 2262 2309 1197 1223 2497 2450 75 110 1221 1321 2215 2278 563 670 1734 1797 102 56 2581 2582 1108 1206 2439 2414 1629 1493 2501 2543 2938 2939 1551 1483 2025 1928 1011 1174 149 395,solve_bruteforce,-I 100 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 1.525 -c corr
104 24 60216 511 306 2840 2842 1572 1535 2159 2193 2606 2643 2262 2309 1197 1223 2497 2450 75 110 1221 1321 2215 2278 563 670 1734 1797 102 56 2581 2582 1108 1206 2439 2414 1629 1493 2501 2543 2938 2939 1551 1483 2025 1928 1011 1174 149 395,solve_branch_bound,-I 100 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 1.525 -c corr
104 24 60216 511 306 2840 2842 1572 1535 2159 2193 2606 2643 2262 2309 1197 1223 2497 2450 75 110 1221 1321 2215 2278 563 670 1734 1797 102 56 2581 2582 1108 1206 2439 2414 1629 1493 2501 2543 2938 2939 1551 1483 2025 1928 1011 1174 149 395,solve_greedy,-I 100 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 1.525 -c corr
104 24 60216 511 306 2840 2842 1572 1535 2159 2193 2606 2643 2262 2309 1197 1223 2497 2450 75 110 1221 1321 2215 2278 563 670 1734 1797 102 56 2581 2582 1108 1206 2439 2414 1629 1493 2501 2543 2938 2939 1551 1483 2025 1928 1011 1174 149 395,solve_dynamic_cost,-I 100 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 1.525 -c corr
105 24 56833 2724 2735 1286 1199 1052 1176 2823 2833 1976 1877 2067 2075 2005 2032 2672 2673 1837 1812 315 107 987 846 2748 2723 1544 1568 2038 2127 2304 2348 138 415 466 446 196 427 2489 2526 1195 1143 1977 2060 1821 1885 179 59 429 502,solve_bruteforce,-I 100 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 1.525 -c corr
105 24 56833 2724 2735 1286 1199 1052 1176 2823 2833 1976 1877 2067 2075 2005 2032 2672 2673 1837 1812 315 107 987 846 2748 2723 1544 1568 2038 2127 2304 2348 138 415 466 446 196 427 2489 2526 1195 1143 1977 2060 1821 1885 179 59 429 502,solve_branch_bound,-I 100 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 1.525 -c corr
105 24 56833 2724 2735 1286 1199 1052 1176 2823 2833 1976 1877 2067 2075 2005 2032 2672 2673 1837 1812 315 107 987 846 2748 2723 1544 1568 2038 2127 2304 2348 138 415 466 446 196 427 2489 2526 1195 1143 1977 2060 1821 1885 179 59 429 502,solve_greedy,-I 100 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 1.525 -c corr
105 24 56833 2724 2735 1286 1199 1052 1176 2823 2833 1976 1877 2067 2075 2005 2032 2672 2673 1837 1812 315 107 987 846 2748 2723 1544 1568 2038 2127 2304 2348 138 415 466 446 196 427 2489 2526 1195 1143 1977 2060 1821 1885 179 59 429 502,solve_dynamic_cost,-I 100 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 1.525 -c corr
106 24 44502 539 612 2257 2204 1007 848 770 663 1415 1538 178 442 1245 1314 1237 1311 1162 1000 1605 1698 2894 2895 1046 973 39 228 536 460 808 623 1113 1249 682 568 536 766 1310 1262 1512 1371 800 620 2015 2008 2632 2638 1844 1854,solve_bruteforce,-I 100 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 1.525 -c corr
106 24 44502 539 612 2257 2204 1007 848 770 663 1415 1538 178 442 1245 1314 1237 1311 1162 1000 1605 1698 2894 2895 1046 973 39 228 536 460 808 623 1113 1249 682 568 536 766 1310 1262 1512 1371 800 620 2015 2008 2632 2638 1844 1854,solve_branch_bound,-I 100 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 1.525 -c corr
106 24 44502 539 612 2257 2204 1007 848 770 663 1415 1538 178 442 1245 1314 1237 1311 1162 1000 1605 1698 2894 2895 1046 973 39 228 536 460 808 623 1113 1249 682 568 536 766 1310 1262 1512 1371 800 620 2015 2008 2632 2638 1844 1854,solve_greedy,-I 100 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 1.525 -c corr
106 24 44502 539 612 2257 2204 1007 848 770 663 1415 1538 178 442 1245 1314 1237 1311 1162 1000 1605 1698 2894 2895 1046 973 39 228 536 460 808 623 1113 1249 682 568 536 766 1310 1262 1512 1371 800 620 2015 2008 2632 2638 1844 1854,solve_dynamic_cost,-I 100 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 1.525 -c corr
107 24 58857 657 474 1623 1754 2706 2687 1916 1916 190 234 2508 2517 1623 1584 1168 1001 1605 1577 1967 2061 1638 1635 709 919 2918 2922 645 572 568 476 584 647 1741 1748 1960 2030 1307 1271 1667 1724 1222 1252 2647 2630 2503 2518 2523 2519,solve_bruteforce,-I 100 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 1.525 -c corr
107 24 58857 657 474 1623 1754 2706 2687 1916 1916 190 234 2508 2517 1623 1584 1168 1001 1605 1577 1967 2061 1638 1635 709 919 2918 2922 645 572 568 476 584 647 1741 1748 1960 2030 1307 1271 1667 1724 1222 1252 2647 2630 2503 2518 2523 2519,solve_branch_bound,-I 100 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 1.525 -c corr
107 24 58857 657 474 1623 1754 2706 2687 1916 1916 190 234 2508 2517 1623 1584 1168 1001 1605 1577 1967 2061 1638 1635 709 919 2918 2922 645 572 568 476 584 647 1741 1748 1960 2030 1307 1271 1667 1724 1222 1252 2647 2630 2503 2518 2523 2519,solve_greedy,-I 100 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 1.525 -c corr
107 24 58857 657 474 1623 1754 2706 2687 1916 1916 190 234 2508 2517 1623 1584 1168 1001 1605 1577 1967 2061 1638 1635 709 919 2918 2922 645 572 568 476 584 647 1741 1748 1960 2030 1307 1271 1667 1724 1222 1252 2647 2630 2503 2518 2523 2519,solve_dynamic_cost,-I 100 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 1.525 -c corr
108 24 64673 2928 2925 1907 1924 1520 1459 868 1071 914 870 179 175 1270 1284 973 1105 1334 1209 2075 2092 2806 2795 2315 2324 634 559 423 659 1012 1177 2526 2551 1893 1916 1968 2014 2837 2850 2684 2657 2757 2750 1862 1765 2349 2369 2375 2381,solve_bruteforce,-I 100 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 1.525 -c corr
108 24 64673 2928 2925 1907 1924 1520 1459 868 1071 914 870 179 175 1270 1284 973 1105 1334 1209 2075 2092 2806 2795 2315 2324 634 559 423 659 1012 1177 2526 2551 1893 1916 1968 2014 2837 2850 2684 2657 2757 2750 1862 1765 2349 2369 2375 2381,solve_branch_bound,-I 100 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 1.525 -c corr
108 24 64673 2928 2925 1907 1924 1520 1459 868 1071 914 870 179 175 1270 1284 973 1105 1334 1209 2075 2092 2806 2795 2315 2324 634 559 423 659 1012 1177 2526 2551 1893 1916 1968 2014 2837 2850 2684 2657 2757 2750 1862 1765 2349 2369 2375 2381,solve_greedy,-I 100 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 1.525 -c corr
108 24 64673 2928 2925 1907 1924 1520 1459 868 1071 914 870 179 175 1270 1284 973 1105 1334 1209 2075 2092 2806 2795 2315 2324 634 559 423 659 1012 1177 2526 2551 1893 1916 1968 2014 2837 2850 2684 2657 2757 2750 1862 1765 2349 2369 2375 2381,solve_dynamic_cost,-I 100 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 1.525 -c corr
109 24 63109 1775 1825 1646 1519 1233 1190 2961 2964 903 781 2678 2680 1806 1701 2778 2796 1864 1871 794 758 812 962 1478 1448 2774 2760 1960 1877 414 671 2132 2071 2163 2246 2797 2803 2234 2252 362 449 137 419 2642 2672 1679 1764 1361 1491,solve_bruteforce,-I 100 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 1.525 -c corr
109 24 63109 1775 1825 1646 1519 1233 1190 2961 2964 903 781 2678 2680 1806 1701 2778 2796 1864 1871 794 758 812 962 1478 1448 2774 2760 1960 1877 414 671 2132 2071 2163 2246 2797 2803 2234 2252 362 449 137 419 2642 2672 1679 1764 1361 1491,solve_branch_bound,-I 100 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 1.525 -c corr
109 24 63109 1775 1825 1646 1519 1233 1190 2961 2964 903 781 2678 2680 1806 1701 2778 2796 1864 1871 794 758 812 962 1478 1448 2774 2760 1960 1877 414 671 2132 2071 2163 2246 2797 2803 2234 2252 362 449 137 419 2642 2672 1679 1764 1361 1491,solve_greedy,-I 100 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 1.525 -c corr
109 24 63109 1775 1825 1646 1519 1233 1190 2961 2964 903 781 2678 2680 1806 1701 2778 2796 1864 1871 794 758 812 962 1478 1448 2774 2760 1960 1877 414 671 2132 2071 2163 2246 2797 2803 2234 2252 362 449 137 419 2642 2672 1679 1764 1361 1491,solve_dynamic_cost,-I 100 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 1.525 -c corr
110 24 57734 431 688 529 776 2156 2241 2306 2376 765 988 2237 2313 1024 1222 1157 1341 570 813 709 938 2322 2390 631 868 738 964 2686 2718 2868 2881 1587 1729 928 1135 1898 2008 242 518 2939 2945 2902 2912 1948 2053 1820 1938 2466 2519,solve_bruteforce,-I 110 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 1.525 -c strong
110 24 57734 431 688 529 776 2156 2241 2306 2376 765 988 2237 2313 1024 1222 1157 1341 570 813 709 938 2322 2390 631 868 738 964 2686 2718 2868 2881 1587 1729 928 1135 1898 2008 242 518 2939 2945 2902 2912 1948 2053 1820 1938 2466 2519,solve_branch_bound,-I 110 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 1.525 -c strong
110 24 57734 431 688 529 776 2156 2241 2306 2376 765 988 2237 2313 1024 1222 1157 1341 570 813 709 938 2322 2390 631 868 738 964 2686 2718 2868 2881 1587 1729 928 1135 1898 2008 242 518 2939 2945 2902 2912 1948 2053 1820 1938 2466 2519,solve_greedy,-I 110 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 1.525 -c strong
110 24 57734 431 688 529 776 2156 2241 2306 2376 765 988 2237 2313 1024 1222 1157 1341 570 813 709 938 2322 2390 631 868 738 964 2686 2718 2868 2881 1587 1729 928 1135 1898 2008 242 518 2939 2945 2902 2912 1948 2053 1820 1938 2466 2519,solve_dynamic_cost,-I 110 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 1.525 -c strong
111 24 51915 2207 2286 1240 1416 1399 1559 2603 2643 1955 2059 1492 1643 1425 1583 1061 1255 1767 1890 982 1183 1043 1238 2938 2944 563 807 686 918 997 1197 185 466 2269 2342 2343 2409 802 1022 2523 2571 345 610 854 1069 1135 1321 1229 1406,solve_bruteforce,-I 110 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 1.525 -c strong
111 24 51915 2207 2286 1240 1416 1399 1559 2603 2643 1955 2059 1492 1643 1425 1583 1061 1255 1767 1890 982 1183 1043 1238 2938 2944 563 807 686 918 997 1197 185 466 2269 2342 2343 2409 802 1022 2523 2571 345 610 854 1069 1135 1321 1229 1406,solve_branch_bound,-I 110 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 1.525 -c strong
111 24 51915 2207 2286 1240 1416 1399 1559 2603 2643 1955 2059 1492 1643 1425 1583 1061 1255 1767 1890 982 1183 1043 1238 2938 2944 563 807 686 918 997 1197 185 466 2269 2342 2343 2409 802 1022 2523 2571 345 610 854 1069 1135 1321 1229 1406,solve_greedy,-I 110 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 1.525 -c strong
111 24 51915 2207 2286 1240 1416 1399 1559 2603 2643 1955 2059 1492 1643 1425 1583 1061 1255 1767 1890 982 1183 1043 1238 2938 2944 563 807 686 918 997 1197 185 466 2269 2342 2343 2409 802 1022 2523 2571 345 610 854 1069 1135 1321 1229 1406,solve_dynamic_cost,-I 110 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 1.525 -c strong
112 24 50407 697 927 276 548 2343 2409 2682 2714 1584 1725 1865 1979 1991 2092 1322 1490 2536 2583 2341 2407 2082 2174 317 586 147 433 2692 2723 1242 1418 2393 2454 227 504 422 680 2129 2216 850 1065 27 325 1725 1853 1156 1340 8 307,solve_bruteforce,-I 110 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 1.525 -c strong
112 24 50407 697 927 276 548 2343 2409 2682 2714 1584 1725 1865 1979 1991 2092 1322 1490 2536 2583 2341 2407 2082 2174 317 586 147 433 2692 2723 1242 1418 2393 2454 227 504 422 680 2129 2216 850 1065 27 325 1725 1853 1156 1340 8 307,solve_branch_bound,-I 110 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 1.525 -c strong
112 24 50407 697 927 276 548 2343 2409 2682 2714 1584 1725 1865 1979 1991 2092 1322 1490 2536 2583 2341 2407 2082 2174 317 586 147 433 2692 2723 1242 1418 2393 2454 227 504 422 680 2129 2216 850 1065 27 325 1725 1853 1156 1340 8 307,solve_greedy,-I 110 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 1.525 -c strong
112 24 50407 697 927 276 548 2343 2409 2682 2714 1584 1725 1865 1979 1991 2092 1322 1490 2536 2583 2341 2407 2082 2174 317 586 147 433 2692 2723 1242 1418 2393 2454 227 504 422 680 2129 2216 850 1065 27 325 1725 1853 1156 1340 8 307,solve_dynamic_cost,-I 110 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 1.525 -c strong
113 24 59488 2423 2480 1104 1293 1139 1325 2922 2930 1668 1801 1270 1443 1546 1692 2325 2392 875 1088 369 632 719 947 1699 1830 1723 1851 2546 2592 2478 2530 178 460 2332 2399 2398 2458 501 751 2464 2518 2129 2216 1719 1847 1054 1248 1428 1585,solve_bruteforce,-I 110 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 1.525 -c strong
113 24 59488 2423 2480 1104 1293 1139 1325 2922 2930 1668 1801 1270 1443 1546 1692 2325 2392 875 1088 369 632 719 947 1699 1830 1723 1851 2546 2592 2478 2530 178 460 2332 2399 2398 2458 501 751 2464 2518 2129 2216 1719 1847 1054 1248 1428 1585,solve_branch_bound,-I 110 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 1.525 -c strong
113 24 59488 2423 2480 1104 1293 1139 1325 2922 2930 1668 1801 1270 1443 1546 1692 2325 2392 875 1088 369 632 719 947 1699 1830 1723 1851 2546 2592 2478 2530 178 460 2332 2399 2398 2458 501 751 2464 2518 2129 2216 1719 1847 1054 1248 1428 1585,solve_greedy,-I 110 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 1.525 -c strong
113 24 59488 2423 2480 1104 1293 1139 1325 2922 2930 1668 1801 1270 1443 1546 1692 2325 2392 875 1088 369 632 719 947 1699 1830 1723 1851 2546 2592 2478 2530 178 460 2332 2399 2398 2458 501 751 2464 2518 2129 2216 1719 1847 1054 1248 1428 1585,solve_dynamic_cost,-I 110 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 1.525 -c strong
114 24 51779 2258 2333 1896 2006 716 945 2409 2468 1074 1266 2070 2163 477 729 2554 2598 143 429 2413 2472 754 978 394 654 652 887 2542 2588 1604 1743 592 833 1973 2076 1534 1681 1302 1472 1129 1316 2815 2833 498 748 85 377 2070 2163,solve_bruteforce,-I 110 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 1.525 -c strong
114 24 51779 2258 2333 1896 2006 716 945 2409 2468 1074 1266 2070 2163 477 729 2554 2598 143 429 2413 2472 754 978 394 654 652 887 2542 2588 1604 1743 592 833 1973 2076 1534 1681 1302 1472 1129 1316 2815 2833 498 748 85 377 2070 2163,solve_branch_bound,-I 110 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 1.525 -c strong
114 24 51779 2258 2333 1896 2006 716 945 2409 2468 1074 1266 2070 2163 477 729 2554 2598 143 429 2413 2472 754 978 394 654 652 887 2542 2588 1604 1743 592 833 1973 2076 1534 1681 1302 1472 1129 1316 2815 2833 498 748 85 377 2070 2163,solve_greedy,-I 110 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 1.525 -c strong
114 24 51779 2258 2333 1896 2006 716 945 2409 2468 1074 1266 2070 2163 477 729 2554 2598 143 429 2413 2472 754 978 394 654 652 887 2542 2588 1604 1743 592 833 1973 2076 1534 1681 1302 1472 1129 1316 2815 2833 498 748 85 377 2070 2163,solve_dynamic_cost,-I 110 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 1.525 -c strong
115 24 60146 2063 2157 2010 2109 1702 1832 2486 2538 2918 2926 331 598 1060 1254 220 498 1053 1247 2632 2669 1469 1622 2453 2507 1813 1932 1013 1212 602 842 873 1086 2313 2382 1648 1783 2232 2309 2605 2645 2483 2535 390 651 291 562 2780 2802,solve_bruteforce,-I 110 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 1.525 -c strong
115 24 60146 2063 2157 2010 2109 1702 1832 2486 2538 2918 2926 331 598 1060 1254 220 498 1053 1247 2632 2669 1469 1622 2453 2507 1813 1932 1013 1212 602 842 873 1086 2313 2382 1648 1783 2232 2309 2605 2645 2483 2535 390 651 291 562 2780 2802,solve_branch_bound,-I 110 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 1.525 -c strong
115 24 60146 2063 2157 2010 2109 1702 1832 2486 2538 2918 2926 331 598 1060 1254 220 498 1053 1247 2632 2669 1469 1622 2453 2507 1813 1932 1013 1212 602 842 873 1086 2313 2382 1648 1783 2232 2309 2605 2645 2483 2535 390 651 291 562 2780 2802,solve_greedy,-I 110 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 1.525 -c strong
115 24 60146 2063 2157 2010 2109 1702 1832 2486 2538 2918 2926 331 598 1060 1254 220 498 1053 1247 2632 2669 1469 1622 2453 2507 1813 1932 1013 1212 602 842 873 1086 2313 2382 1648 1783 2232 2309 2605 2645 2483 2535 390 651 291 562 2780 2802,solve_dynamic_cost,-I 110 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 1.525 -c strong
116 24 51747 500 750 2582 2624 66 360 1731 1858 1973 2076 2851 2866 1213 1392 2699 2729 8 307 233 510 1587 1729 2252 2327 583 825 2961 2965 297 567 158 443 1591 1732 993 1193 2405 2465 947 1152 288 559 2567 2610 1940 2046 1508 1657,solve_bruteforce,-I 110 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 1.525 -c strong
116 24 51747 500 750 2582 2624 66 360 1731 1858 1973 2076 2851 2866 1213 1392 2699 2729 8 307 233 510 1587 1729 2252 2327 583 825 2961 2965 297 567 158 443 1591 1732 993 1193 2405 2465 947 1152 288 559 2567 2610 1940 2046 1508 1657,solve_branch_bound,-I 110 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 1.525 -c strong
116 24 51747 500 750 2582 2624 66 360 1731 1858 1973 2076 2851 2866 1213 1392 2699 2729 8 307 233 510 1587 1729 2252 2327 583 825 2961 2965 297 567 158 443 1591 1732 993 1193 2405 2465 947 1152 288 559 2567 2610 1940 2046 1508 1657,solve_greedy,-I 110 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 1.525 -c strong
