instance,method,args,tag
371 8 5437 431 529 2156 2306 765 2237 1024 1157 570 709 2322 631 738 2686 2868 1587,solve_branch_bound,-I 371 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 0.5 -c uni,m
371 8 5437 431 529 2156 2306 765 2237 1024 1157 570 709 2322 631 738 2686 2868 1587,solve_greedy,-I 371 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 0.5 -c uni,m
371 8 5437 431 529 2156 2306 765 2237 1024 1157 570 709 2322 631 738 2686 2868 1587,solve_dynamic_cost,-I 371 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 0.5 -c uni,m
372 8 8118 1898 242 2939 2902 1948 1820 2466 1801 2207 1240 1399 2603 1955 1492 1425 1061,solve_bruteforce,-I 371 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 0.5 -c uni,m
372 8 8118 1898 242 2939 2902 1948 1820 2466 1801 2207 1240 1399 2603 1955 1492 1425 1061,solve_branch_bound,-I 371 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 0.5 -c uni,m
372 8 8118 1898 242 2939 2902 1948 1820 2466 1801 2207 1240 1399 2603 1955 1492 1425 1061,solve_greedy,-I 371 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 0.5 -c uni,m
372 8 8118 1898 242 2939 2902 1948 1820 2466 1801 2207 1240 1399 2603 1955 1492 1425 1061,solve_dynamic_cost,-I 371 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 0.5 -c uni,m
373 8 5870 982 1043 2938 563 686 997 185 2269 2343 802 2523 345 854 1135 1229 2954,solve_bruteforce,-I 371 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 0.5 -c uni,m
373 8 5870 982 1043 2938 563 686 997 185 2269 2343 802 2523 345 854 1135 1229 2954,solve_branch_bound,-I 371 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 0.5 -c uni,m
373 8 5870 982 1043 2938 563 686 997 185 2269 2343 802 2523 345 854 1135 1229 2954,solve_greedy,-I 371 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 0.5 -c uni,m
373 8 5870 982 1043 2938 563 686 997 185 2269 2343 802 2523 345 854 1135 1229 2954,solve_dynamic_cost,-I 371 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 0.5 -c uni,m
374 8 6944 276 2343 2682 1584 1865 1991 1322 2536 2341 2082 317 147 2692 1242 2393 227,solve_bruteforce,-I 371 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 0.5 -c uni,m
374 8 6944 276 2343 2682 1584 1865 1991 1322 2536 2341 2082 317 147 2692 1242 2393 227,solve_branch_bound,-I 371 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 0.5 -c uni,m
374 8 6944 276 2343 2682 1584 1865 1991 1322 2536 2341 2082 317 147 2692 1242 2393 227,solve_greedy,-I 371 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 0.5 -c uni,m
374 8 6944 276 2343 2682 1584 1865 1991 1322 2536 2341 2082 317 147 2692 1242 2393 227,solve_dynamic_cost,-I 371 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 0.5 -c uni,m
375 8 5621 2129 850 27 1725 1156 8 310 2423 1104 1139 2922 1668 1270 1546 2325 875,solve_bruteforce,-I 371 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 0.5 -c uni,m
375 8 5621 2129 850 27 1725 1156 8 310 2423 1104 1139 2922 1668 1270 1546 2325 875,solve_branch_bound,-I 371 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 0.5 -c uni,m
375 8 5621 2129 850 27 1725 1156 8 310 2423 1104 1139 2922 1668 1270 1546 2325 875,solve_greedy,-I 371 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 0.5 -c uni,m
375 8 5621 2129 850 27 1725 1156 8 310 2423 1104 1139 2922 1668 1270 1546 2325 875,solve_dynamic_cost,-I 371 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 0.5 -c uni,m
376 8 6780 719 1699 1723 2546 2478 178 2332 2398 501 2464 2129 1719 1054 1428 2624 2258,solve_bruteforce,-I 371 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 0.5 -c uni,m
376 8 6780 719 1699 1723 2546 2478 178 2332 2398 501 2464 2129 1719 1054 1428 2624 2258,solve_branch_bound,-I 371 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 0.5 -c uni,m
376 8 6780 719 1699 1723 2546 2478 178 2332 2398 501 2464 2129 1719 1054 1428 2624 2258,solve_greedy,-I 371 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 0.5 -c uni,m
376 8 6780 719 1699 1723 2546 2478 178 2332 2398 501 2464 2129 1719 1054 1428 2624 2258,solve_dynamic_cost,-I 371 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 0.5 -c uni,m
377 8 3696 716 2409 1074 2070 477 2554 143 2413 754 394 652 2542 1604 592 1973 1534,solve_bruteforce,-I 371 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 0.5 -c uni,m
377 8 3696 716 2409 1074 2070 477 2554 143 2413 754 394 652 2542 1604 592 1973 1534,solve_branch_bound,-I 371 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 0.5 -c uni,m
377 8 3696 716 2409 1074 2070 477 2554 143 2413 754 394 652 2542 1604 592 1973 1534,solve_greedy,-I 371 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 0.5 -c uni,m
377 8 3696 716 2409 1074 2070 477 2554 143 2413 754 394 652 2542 1604 592 1973 1534,solve_dynamic_cost,-I 371 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 0.5 -c uni,m
378 8 6246 1129 2815 498 85 2070 509 2063 2010 1702 2486 2918 331 1060 220 1053 2632,solve_bruteforce,-I 371 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 0.5 -c uni,m
378 8 6246 1129 2815 498 85 2070 509 2063 2010 1702 2486 2918 331 1060 220 1053 2632,solve_branch_bound,-I 371 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 0.5 -c uni,m
378 8 6246 1129 2815 498 85 2070 509 2063 2010 1702 2486 2918 331 1060 220 1053 2632,solve_greedy,-I 371 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 0.5 -c uni,m
378 8 6246 1129 2815 498 85 2070 509 2063 2010 1702 2486 2918 331 1060 220 1053 2632,solve_dynamic_cost,-I 371 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 0.5 -c uni,m
379 8 6131 2453 1813 1013 602 873 2313 1648 2232 2605 2483 390 291 2780 1914 500 2582,solve_bruteforce,-I 371 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 0.5 -c uni,m
379 8 6131 2453 1813 1013 602 873 2313 1648 2232 2605 2483 390 291 2780 1914 500 2582,solve_branch_bound,-I 371 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 0.5 -c uni,m
379 8 6131 2453 1813 1013 602 873 2313 1648 2232 2605 2483 390 291 2780 1914 500 2582,solve_greedy,-I 371 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 0.5 -c uni,m
379 8 6131 2453 1813 1013 602 873 2313 1648 2232 2605 2483 390 291 2780 1914 500 2582,solve_dynamic_cost,-I 371 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 0.5 -c uni,m
380 8 6939 1731 1973 2851 1213 2699 8 233 1587 2252 583 2961 297 158 1591 993 2405,solve_bruteforce,-I 371 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 0.5 -c uni,m
380 8 6939 1731 1973 2851 1213 2699 8 233 1587 2252 583 2961 297 158 1591 993 2405,solve_branch_bound,-I 371 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 0.5 -c uni,m
380 8 6939 1731 1973 2851 1213 2699 8 233 1587 2252 583 2961 297 158 1591 993 2405,solve_greedy,-I 371 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 0.5 -c uni,m
380 8 6939 1731 1973 2851 1213 2699 8 233 1587 2252 583 2961 297 158 1591 993 2405,solve_dynamic_cost,-I 371 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 0.5 -c uni,m
381 8 10874 431 529 2156 2306 765 2237 1024 1157 570 709 2322 631 738 2686 2868 1587,solve_bruteforce,-I 381 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 1.0 -c uni,m
381 8 10874 431 529 2156 2306 765 2237 1024 1157 570 709 2322 631 738 2686 2868 1587,solve_branch_bound,-I 381 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 1.0 -c uni,m
381 8 10874 431 529 2156 2306 765 2237 1024 1157 570 709 2322 631 738 2686 2868 1587,solve_greedy,-I 381 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 1.0 -c uni,m
381 8 10874 431 529 2156 2306 765 2237 1024 1157 570 709 2322 631 738 2686 2868 1587,solve_dynamic_cost,-I 381 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 1.0 -c uni,m
382 8 16237 1898 242 2939 2902 1948 1820 2466 1801 2207 1240 1399 2603 1955 1492 1425 1061,solve_bruteforce,-I 381 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 1.0 -c uni,m
382 8 16237 1898 242 2939 2902 1948 1820 2466 1801 2207 1240 1399 2603 1955 1492 1425 1061,solve_branch_bound,-I 381 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 1.0 -c uni,m
382 8 16237 1898 242 2939 2902 1948 1820 2466 1801 2207 1240 1399 2603 1955 1492 1425 1061,solve_greedy,-I 381 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 1.0 -c uni,m
382 8 16237 1898 242 2939 2902 1948 1820 2466 1801 2207 1240 1399 2603 1955 1492 1425 1061,solve_dynamic_cost,-I 381 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 1.0 -c uni,m
383 8 11740 982 1043 2938 563 686 997 185 2269 2343 802 2523 345 854 1135 1229 2954,solve_bruteforce,-I 381 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 1.0 -c uni,m
383 8 11740 982 1043 2938 563 686 997 185 2269 2343 802 2523 345 854 1135 1229 2954,solve_branch_bound,-I 381 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 1.0 -c uni,m
383 8 11740 982 1043 2938 563 686 997 185 2269 2343 802 2523 345 854 1135 1229 2954,solve_greedy,-I 381 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 1.0 -c uni,m
383 8 11740 982 1043 2938 563 686 997 185 2269 2343 802 2523 345 854 1135 1229 2954,solve_dynamic_cost,-I 381 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 1.0 -c uni,m
384 8 13888 276 2343 2682 1584 1865 1991 1322 2536 2341 2082 317 147 2692 1242 2393 227,solve_bruteforce,-I 381 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 1.0 -c uni,m
384 8 13888 276 2343 2682 1584 1865 1991 1322 2536 2341 2082 317 147 2692 1242 2393 227,solve_branch_bound,-I 381 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 1.0 -c uni,m
384 8 13888 276 2343 2682 1584 1865 1991 1322 2536 2341 2082 317 147 2692 1242 2393 227,solve_greedy,-I 381 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 1.0 -c uni,m
384 8 13888 276 2343 2682 1584 1865 1991 1322 2536 2341 2082 317 147 2692 1242 2393 227,solve_dynamic_cost,-I 381 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 1.0 -c uni,m
385 8 11243 2129 850 27 1725 1156 8 310 2423 1104 1139 2922 1668 1270 1546 2325 875,solve_bruteforce,-I 381 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 1.0 -c uni,m
385 8 11243 2129 850 27 1725 1156 8 310 2423 1104 1139 2922 1668 1270 1546 2325 875,solve_branch_bound,-I 381 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 1.0 -c uni,m
385 8 11243 2129 850 27 1725 1156 8 310 2423 1104 1139 2922 1668 1270 1546 2325 875,solve_greedy,-I 381 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 1.0 -c uni,m
385 8 11243 2129 850 27 1725 1156 8 310 2423 1104 1139 2922 1668 1270 1546 2325 875,solve_dynamic_cost,-I 381 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 1.0 -c uni,m
386 8 13560 719 1699 1723 2546 2478 178 2332 2398 501 2464 2129 1719 1054 1428 2624 2258,solve_bruteforce,-I 381 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 1.0 -c uni,m
386 8 13560 719 1699 1723 2546 2478 178 2332 2398 501 2464 2129 1719 1054 1428 2624 2258,solve_branch_bound,-I 381 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 1.0 -c uni,m
386 8 13560 719 1699 1723 2546 2478 178 2332 2398 501 2464 2129 1719 1054 1428 2624 2258,solve_greedy,-I 381 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 1.0 -c uni,m
386 8 13560 719 1699 1723 2546 2478 178 2332 2398 501 2464 2129 1719 1054 1428 2624 2258,solve_dynamic_cost,-I 381 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 1.0 -c uni,m
387 8 7393 716 2409 1074 2070 477 2554 143 2413 754 394 652 2542 1604 592 1973 1534,solve_bruteforce,-I 381 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 1.0 -c uni,m
387 8 7393 716 2409 1074 2070 477 2554 143 2413 754 394 652 2542 1604 592 1973 1534,solve_branch_bound,-I 381 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 1.0 -c uni,m
387 8 7393 716 2409 1074 2070 477 2554 143 2413 754 394 652 2542 1604 592 1973 1534,solve_greedy,-I 381 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 1.0 -c uni,m
387 8 7393 716 2409 1074 2070 477 2554 143 2413 754 394 652 2542 1604 592 1973 1534,solve_dynamic_cost,-I 381 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 1.0 -c uni,m
388 8 12493 1129 2815 498 85 2070 509 2063 2010 1702 2486 2918 331 1060 220 1053 2632,solve_bruteforce,-I 381 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 1.0 -c uni,m
388 8 12493 1129 2815 498 85 2070 509 2063 2010 1702 2486 2918 331 1060 220 1053 2632,solve_branch_bound,-I 381 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 1.0 -c uni,m
388 8 12493 1129 2815 498 85 2070 509 2063 2010 1702 2486 2918 331 1060 220 1053 2632,solve_greedy,-I 381 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 1.0 -c uni,m
388 8 12493 1129 2815 498 85 2070 509 2063 2010 1702 2486 2918 331 1060 220 1053 2632,solve_dynamic_cost,-I 381 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 1.0 -c uni,m
389 8 12262 2453 1813 1013 602 873 2313 1648 2232 2605 2483 390 291 2780 1914 500 2582,solve_bruteforce,-I 381 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 1.0 -c uni,m
389 8 12262 2453 1813 1013 602 873 2313 1648 2232 2605 2483 390 291 2780 1914 500 2582,solve_branch_bound,-I 381 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 1.0 -c uni,m
389 8 12262 2453 1813 1013 602 873 2313 1648 2232 2605 2483 390 291 2780 1914 500 2582,solve_greedy,-I 381 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 1.0 -c uni,m
389 8 12262 2453 1813 1013 602 873 2313 1648 2232 2605 2483 390 291 2780 1914 500 2582,solve_dynamic_cost,-I 381 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 1.0 -c uni,m
390 8 13878 1731 1973 2851 1213 2699 8 233 1587 2252 583 2961 297 158 1591 993 2405,solve_bruteforce,-I 381 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 1.0 -c uni,m
390 8 13878 1731 1973 2851 1213 2699 8 233 1587 2252 583 2961 297 158 1591 993 2405,solve_branch_bound,-I 381 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 1.0 -c uni,m
390 8 13878 1731 1973 2851 1213 2699 8 233 1587 2252 583 2961 297 158 1591 993 2405,solve_greedy,-I 381 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 1.0 -c uni,m
390 8 13878 1731 1973 2851 1213 2699 8 233 1587 2252 583 2961 297 158 1591 993 2405,solve_dynamic_cost,-I 381 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 1.0 -c uni,m
391 8 16311 431 529 2156 2306 765 2237 1024 1157 570 709 2322 631 738 2686 2868 1587,solve_bruteforce,-I 391 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 1.5 -c uni,m
391 8 16311 431 529 2156 2306 765 2237 1024 1157 570 709 2322 631 738 2686 2868 1587,solve_branch_bound,-I 391 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 1.5 -c uni,m
391 8 16311 431 529 2156 2306 765 2237 1024 1157 570 709 2322 631 738 2686 2868 1587,solve_greedy,-I 391 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 1.5 -c uni,m
391 8 16311 431 529 2156 2306 765 2237 1024 1157 570 709 2322 631 738 2686 2868 1587,solve_dynamic_cost,-I 391 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 1.5 -c uni,m
392 8 24355 1898 242 2939 2902 1948 1820 2466 1801 2207 1240 1399 2603 1955 1492 1425 1061,solve_bruteforce,-I 391 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 1.5 -c uni,m
392 8 24355 1898 242 2939 2902 1948 1820 2466 1801 2207 1240 1399 2603 1955 1492 1425 1061,solve_branch_bound,-I 391 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 1.5 -c uni,m
392 8 24355 1898 242 2939 2902 1948 1820 2466 1801 2207 1240 1399 2603 1955 1492 1425 1061,solve_greedy,-I 391 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 1.5 -c uni,m
392 8 24355 1898 242 2939 2902 1948 1820 2466 1801 2207 1240 1399 2603 1955 1492 1425 1061,solve_dynamic_cost,-I 391 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 1.5 -c uni,m
393 8 17610 982 1043 2938 563 686 997 185 2269 2343 802 2523 345 854 1135 1229 2954,solve_bruteforce,-I 391 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 1.5 -c uni,m
393 8 17610 982 1043 2938 563 686 997 185 2269 2343 802 2523 345 854 1135 1229 2954,solve_branch_bound,-I 391 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 1.5 -c uni,m
393 8 17610 982 1043 2938 563 686 997 185 2269 2343 802 2523 345 854 1135 1229 2954,solve_greedy,-I 391 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 1.5 -c uni,m
393 8 17610 982 1043 2938 563 686 997 185 2269 2343 802 2523 345 854 1135 1229 2954,solve_dynamic_cost,-I 391 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 1.5 -c uni,m
394 8 20832 276 2343 2682 1584 1865 1991 1322 2536 2341 2082 317 147 2692 1242 2393 227,solve_bruteforce,-I 391 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 1.5 -c uni,m
394 8 20832 276 2343 2682 1584 1865 1991 1322 2536 2341 2082 317 147 2692 1242 2393 227,solve_branch_bound,-I 391 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 1.5 -c uni,m
394 8 20832 276 2343 2682 1584 1865 1991 1322 2536 2341 2082 317 147 2692 1242 2393 227,solve_greedy,-I 391 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 1.5 -c uni,m
394 8 20832 276 2343 2682 1584 1865 1991 1322 2536 2341 2082 317 147 2692 1242 2393 227,solve_dynamic_cost,-I 391 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 1.5 -c uni,m
395 8 16864 2129 850 27 1725 1156 8 310 2423 1104 1139 2922 1668 1270 1546 2325 875,solve_bruteforce,-I 391 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 1.5 -c uni,m
395 8 16864 2129 850 27 1725 1156 8 310 2423 1104 1139 2922 1668 1270 1546 2325 875,solve_branch_bound,-I 391 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 1.5 -c uni,m
395 8 16864 2129 850 27 1725 1156 8 310 2423 1104 1139 2922 1668 1270 1546 2325 875,solve_greedy,-I 391 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 1.5 -c uni,m
395 8 16864 2129 850 27 1725 1156 8 310 2423 1104 1139 2922 1668 1270 1546 2325 875,solve_dynamic_cost,-I 391 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 1.5 -c uni,m
396 8 20340 719 1699 1723 2546 2478 178 2332 2398 501 2464 2129 1719 1054 1428 2624 2258,solve_bruteforce,-I 391 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 1.5 -c uni,m
396 8 20340 719 1699 1723 2546 2478 178 2332 2398 501 2464 2129 1719 1054 1428 2624 2258,solve_branch_bound,-I 391 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 1.5 -c uni,m
396 8 20340 719 1699 1723 2546 2478 178 2332 2398 501 2464 2129 1719 1054 1428 2624 2258,solve_greedy,-I 391 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 1.5 -c uni,m
396 8 20340 719 1699 1723 2546 2478 178 2332 2398 501 2464 2129 1719 1054 1428 2624 2258,solve_dynamic_cost,-I 391 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 1.5 -c uni,m
397 8 11089 716 2409 1074 2070 477 2554 143 2413 754 394 652 2542 1604 592 1973 1534,solve_bruteforce,-I 391 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 1.5 -c uni,m
397 8 11089 716 2409 1074 2070 477 2554 143 2413 754 394 652 2542 1604 592 1973 1534,solve_branch_bound,-I 391 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 1.5 -c uni,m
397 8 11089 716 2409 1074 2070 477 2554 143 2413 754 394 652 2542 1604 592 1973 1534,solve_greedy,-I 391 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 1.5 -c uni,m
397 8 11089 716 2409 1074 2070 477 2554 143 2413 754 394 652 2542 1604 592 1973 1534,solve_dynamic_cost,-I 391 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 1.5 -c uni,m
398 8 18739 1129 2815 498 85 2070 509 2063 2010 1702 2486 2918 331 1060 220 1053 2632,solve_bruteforce,-I 391 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 1.5 -c uni,m
398 8 18739 1129 2815 498 85 2070 509 2063 2010 1702 2486 2918 331 1060 220 1053 2632,solve_branch_bound,-I 391 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 1.5 -c uni,m
398 8 18739 1129 2815 498 85 2070 509 2063 2010 1702 2486 2918 331 1060 220 1053 2632,solve_greedy,-I 391 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 1.5 -c uni,m
398 8 18739 1129 2815 498 85 2070 509 2063 2010 1702 2486 2918 331 1060 220 1053 2632,solve_dynamic_cost,-I 391 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 1.5 -c uni,m
399 8 18393 2453 1813 1013 602 873 2313 1648 2232 2605 2483 390 291 2780 1914 500 2582,solve_bruteforce,-I 391 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 1.5 -c uni,m
399 8 18393 2453 1813 1013 602 873 2313 1648 2232 2605 2483 390 291 2780 1914 500 2582,solve_branch_bound,-I 391 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 1.5 -c uni,m
399 8 18393 2453 1813 1013 602 873 2313 1648 2232 2605 2483 390 291 2780 1914 500 2582,solve_greedy,-I 391 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 1.5 -c uni,m
399 8 18393 2453 1813 1013 602 873 2313 1648 2232 2605 2483 390 291 2780 1914 500 2582,solve_dynamic_cost,-I 391 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 1.5 -c uni,m
400 8 20817 1731 1973 2851 1213 2699 8 233 1587 2252 583 2961 297 158 1591 993 2405,solve_bruteforce,-I 391 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 1.5 -c uni,m
400 8 20817 1731 1973 2851 1213 2699 8 233 1587 2252 583 2961 297 158 1591 993 2405,solve_branch_bound,-I 391 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 1.5 -c uni,m
400 8 20817 1731 1973 2851 1213 2699 8 233 1587 2252 583 2961 297 158 1591 993 2405,solve_greedy,-I 391 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 1.5 -c uni,m
400 8 20817 1731 1973 2851 1213 2699 8 233 1587 2252 583 2961 297 158 1591 993 2405,solve_dynamic_cost,-I 391 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 1.5 -c uni,m
401 8 21748 431 529 2156 2306 765 2237 1024 1157 570 709 2322 631 738 2686 2868 1587,solve_bruteforce,-I 401 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 2.0 -c uni,m
401 8 21748 431 529 2156 2306 765 2237 1024 1157 570 709 2322 631 738 2686 2868 1587,solve_branch_bound,-I 401 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 2.0 -c uni,m
401 8 21748 431 529 2156 2306 765 2237 1024 1157 570 709 2322 631 738 2686 2868 1587,solve_greedy,-I 401 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 2.0 -c uni,m
401 8 21748 431 529 2156 2306 765 2237 1024 1157 570 709 2322 631 738 2686 2868 1587,solve_dynamic_cost,-I 401 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 2.0 -c uni,m
402 8 32474 1898 242 2939 2902 1948 1820 2466 1801 2207 1240 1399 2603 1955 1492 1425 1061,solve_bruteforce,-I 401 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 2.0 -c uni,m
402 8 32474 1898 242 2939 2902 1948 1820 2466 1801 2207 1240 1399 2603 1955 1492 1425 1061,solve_branch_bound,-I 401 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 2.0 -c uni,m
402 8 32474 1898 242 2939 2902 1948 1820 2466 1801 2207 1240 1399 2603 1955 1492 1425 1061,solve_greedy,-I 401 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 2.0 -c uni,m
402 8 32474 1898 242 2939 2902 1948 1820 2466 1801 2207 1240 1399 2603 1955 1492 1425 1061,solve_dynamic_cost,-I 401 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 2.0 -c uni,m
403 8 23480 982 1043 2938 563 686 997 185 2269 2343 802 2523 345 854 1135 1229 2954,solve_bruteforce,-I 401 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 2.0 -c uni,m
403 8 23480 982 1043 2938 563 686 997 185 2269 2343 802 2523 345 854 1135 1229 2954,solve_branch_bound,-I 401 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 2.0 -c uni,m
403 8 23480 982 1043 2938 563 686 997 185 2269 2343 802 2523 345 854 1135 1229 2954,solve_greedy,-I 401 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 2.0 -c uni,m
403 8 23480 982 1043 2938 563 686 997 185 2269 2343 802 2523 345 854 1135 1229 2954,solve_dynamic_cost,-I 401 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 2.0 -c uni,m
404 8 27776 276 2343 2682 1584 1865 1991 1322 2536 2341 2082 317 147 2692 1242 2393 227,solve_bruteforce,-I 401 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 2.0 -c uni,m
404 8 27776 276 2343 2682 1584 1865 1991 1322 2536 2341 2082 317 147 2692 1242 2393 227,solve_branch_bound,-I 401 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 2.0 -c uni,m
404 8 27776 276 2343 2682 1584 1865 1991 1322 2536 2341 2082 317 147 2692 1242 2393 227,solve_greedy,-I 401 -N 10 -n 8 -W 3000 -C 3000 -w bal -m 2.0 -c uni,m
